TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
Colleen5939,2026-01-18,10:49:18.283,39.27898,-109.04062,4931.9,39.28151,-109.03950,8717.6,3,21,-61,70,0x01,29,6,16,3,-100,-108,975.19,3792.277,3909.294,30.838,100%,3.384,4.115,1024,1002,0,1001,990,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:19.304,39.27898,-109.04062,4931.9,39.28154,-109.03941,8652.7,3,23,-71,82,0x01,29,12,11,2,-112,-104,991.82,3727.355,3850.709,7.878,100%,3.384,4.114,1025,1003,0,1002,991,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:20.294,39.27898,-109.04062,4931.9,39.28154,-109.03936,8589.6,3,13,-61,63,0x01,29,13,13,0,-101,-103,997.26,3664.298,3791.240,28.107,100%,3.384,4.115,1026,1004,0,1003,992,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:21.284,39.27898,-109.04062,4931.9,39.28156,-109.03928,8528.6,3,27,-55,61,0x01,29,3,17,5,-101,-122,1013.93,3603.245,3736.860,28.576,100%,3.384,4.114,1027,1005,0,1004,993,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:22.304,39.27898,-109.04062,4931.9,39.28161,-109.03922,8464.0,3,26,-65,25,0x01,29,14,9,3,-105,-106,1038.33,3538.727,3681.613,18.464,100%,3.384,4.115,1028,1006,0,1005,994,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:23.294,39.27898,-109.04062,4931.9,39.28167,-109.03918,8406.8,3,20,-52,38,0x01,29,15,9,2,-92,-111,1059.40,3481.443,3632.779,84.151,100%,3.384,4.114,1029,1007,0,1006,995,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:24.283,39.27898,-109.04062,4931.9,39.28169,-109.03915,8348.2,3,12,-56,56,0x01,29,8,16,1,-115,-101,1071.69,3422.884,3580.465,6.027,100%,3.373,4.115,1030,1008,0,1007,996,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:25.304,39.27898,-109.04062,4931.9,39.28172,-109.03910,8285.4,3,23,-64,51,0x01,29,10,11,5,-99,-113,1085.69,3360.039,3524.837,38.522,100%,3.373,4.115,1031,1009,0,1008,997,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:26.298,39.27898,-109.04062,4931.9,39.28174,-109.03904,8223.8,3,21,-54,41,0x01,29,7,17,1,-98,-104,1100.48,3298.475,3470.981,43.811,100%,3.381,4.115,1032,1010,0,1009,998,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:27.285,39.27898,-109.04062,4931.9,39.28176,-109.03899,8162.3,3,12,-64,73,0x01,29,6,17,2,-114,-98,1114.73,3237.005,3417.358,7.033,100%,3.381,4.113,1033,1011,0,1010,999,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:28.304,39.27898,-109.04062,4931.9,39.28182,-109.03896,8100.9,3,17,-56,26,0x01,29,4,21,0,-109,-109,1134.94,3175.574,3366.106,12.734,100%,3.382,4.115,1034,1012,0,1011,1000,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:29.294,39.27898,-109.04062,4931.9,39.28185,-109.03894,8042.8,3,14,-58,29,0x01,29,2,20,3,-96,-109,1146.80,3117.523,3315.597,57.476,100%,3.382,4.115,1035,1013,0,1012,1001,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:30.284,39.27898,-109.04062,4931.9,39.28187,-109.03890,7986.1,3,25,-57,43,0x01,29,5,17,4,-95,-104,1159.01,3060.768,3266.714,65.176,100%,3.385,4.115,1036,1014,0,1013,1002,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:31.305,39.27898,-109.04062,4931.9,39.28192,-109.03884,7930.6,3,25,-57,57,0x01,29,13,11,2,-100,-102,1183.51,3005.302,3223.831,37.426,100%,3.385,4.114,1037,1015,0,1014,1003,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:32.354,39.27898,-109.04062,4931.9,39.28194,-109.03877,7874.6,3,16,-57,73,0x01,29,11,13,3,-100,-121,1200.70,2949.232,3178.199,37.969,100%,3.385,4.115,1038,1016,0,1015,1004,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:33.284,39.27898,-109.04062,4931.9,39.28194,-109.03871,7819.2,3,12,-55,85,0x01,29,8,12,5,-94,-110,1207.68,2893.921,3129.742,76.199,100%,3.335,4.114,1039,1017,0,1016,1005,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:34.303,39.27898,-109.04062,4931.9,39.28197,-109.03869,7761.6,3,6,-56,57,0x01,29,14,9,3,-98,-98,1219.40,2836.257,3081.245,48.545,100%,3.335,4.115,1040,1018,0,1017,1006,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:35.295,39.27898,-109.04062,4931.9,39.28197,-109.03869,7703.2,3,13,-58,-3,0x01,29,15,11,0,-100,-101,1219.48,2777.881,3027.753,38.563,100%,3.375,4.114,1041,1019,0,1018,1007,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:36.283,39.27898,-109.04062,4931.9,39.28202,-109.03869,7646.4,3,13,-55,-9,0x01,29,16,9,0,-94,-105,1236.27,2721.129,2982.816,78.003,100%,3.375,4.115,1042,1020,0,1019,1008,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:37.303,39.27898,-109.04062,4931.9,39.28202,-109.03869,7587.8,3,10,-60,121,0x01,29,7,15,3,-96,-100,1235.92,2662.474,2929.390,61.943,100%,3.379,4.113,1043,1021,0,1020,1009,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:38.292,39.27898,-109.04062,4931.9,39.28202,-109.03864,7530.0,3,17,-54,80,0x01,29,8,19,0,-102,-103,1241.50,2604.725,2879.537,31.185,100%,3.379,4.115,1044,1022,0,1021,1010,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:39.315,39.27898,-109.04062,4931.9,39.28205,-109.03857,7472.7,3,23,-57,48,0x01,29,4,20,2,-101,-109,1258.72,2547.412,2835.534,35.476,100%,3.379,4.114,1045,1023,0,1022,1011,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:40.305,39.27898,-109.04062,4931.9,39.28210,-109.03854,7414.7,3,11,-59,17,0x01,29,8,15,2,-96,-103,1280.86,2489.337,2793.697,64.195,100%,3.379,4.117,1046,1024,0,1023,1012,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:41.323,39.27898,-109.04062,4931.9,39.28212,-109.03853,7357.1,3,2,-59,-124,0x01,28,9,16,0,-93,-111,1289.61,2431.752,2746.744,91.297,100%,3.378,4.111,1047,1025,0,1024,1013,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:42.285,39.27898,-109.04062,4931.9,39.28210,-109.03852,7299.2,3,9,-56,144,0x01,29,7,14,4,-96,-100,1282.46,2373.832,2692.331,64.275,100%,3.378,4.115,1048,1026,0,1025,1014,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:43.303,39.27898,-109.04062,4931.9,39.28207,-109.03848,7240.7,3,14,-57,127,0x01,29,14,11,1,-106,-105,1279.13,2315.358,2639.446,20.273,100%,3.378,4.114,1049,1027,0,1026,1015,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:44.294,39.27898,-109.04062,4931.9,39.28207,-109.03844,7183.5,3,16,-58,128,0x01,29,7,14,5,-101,-107,1284.77,2258.209,2592.394,36.210,100%,3.370,4.115,1050,1028,0,1027,1016,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:45.284,39.27898,-109.04062,4931.9,39.28202,-109.03841,7128.1,3,15,-51,171,0x01,29,16,9,1,-99,-105,1271.59,2202.733,2537.728,45.118,100%,3.370,4.114,1051,1029,0,1028,1017,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:46.275,39.27898,-109.04062,4931.9,39.28200,-109.03844,7071.5,3,9,-58,-132,0x01,29,9,13,5,-97,-103,1260.57,2146.207,2483.362,56.308,100%,3.377,4.115,1052,1030,0,1029,1018,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:47.294,39.27898,-109.04062,4931.9,39.28197,-109.03848,7015.1,3,10,-54,-116,0x01,29,9,16,1,-104,-100,1247.17,2089.826,2428.044,24.884,100%,3.377,4.113,1053,1031,0,1030,1019,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:48.284,39.27898,-109.04062,4931.9,39.28197,-109.03853,6960.1,3,15,-56,-135,0x01,28,5,18,3,-106,-100,1240.34,2034.757,2377.391,19.658,100%,3.380,4.114,1054,1032,0,1031,1019,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:49.305,39.27898,-109.04062,4931.9,39.28194,-109.03855,6904.5,3,9,-56,-172,0x01,29,12,13,1,-100,-105,1228.98,1979.177,2324.129,38.864,100%,3.380,4.114,1055,1033,0,1032,1020,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:50.294,39.27898,-109.04062,4931.9,39.28194,-109.03857,6848.7,3,9,-56,-53,0x01,29,13,13,0,-98,-104,1226.91,1923.409,2275.867,48.844,100%,3.379,4.115,1056,1034,0,1033,1021,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:51.285,39.27898,-109.04062,4931.9,39.28194,-109.03860,6792.5,3,17,-60,-53,0x01,29,4,17,4,-95,-101,1222.26,1867.182,2226.164,68.733,100%,3.379,4.114,1057,1035,0,1034,1022,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:52.304,39.27898,-109.04062,4931.9,39.28197,-109.03860,6730.3,3,8,-56,-4,0x01,29,6,17,2,-102,-101,1229.74,1805.017,2178.689,30.890,100%,3.379,4.115,1058,1036,0,1035,1023,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:53.294,39.27898,-109.04062,4931.9,39.28200,-109.03862,6677.8,3,11,-52,-97,0x01,27,5,21,1,-113,-103,1236.02,1752.474,2139.139,8.750,100%,3.328,4.111,1059,1037,0,1036,1024,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:54.284,39.27898,-109.04062,4931.9,39.28200,-109.03867,6621.9,3,19,-59,-84,0x01,28,5,20,0,-101,-104,1229.85,1696.595,2090.147,34.662,100%,3.328,4.115,1060,1038,0,1037,1025,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:55.303,39.27898,-109.04062,4931.9,39.28200,-109.03876,6564.1,3,24,-56,-84,0x01,29,8,15,2,-106,-113,1219.39,1638.753,2037.386,19.326,100%,3.373,4.112,1061,1039,0,1038,1026,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:56.294,39.27898,-109.04062,4931.9,39.28200,-109.03884,6508.0,3,22,-50,-65,0x01,29,15,11,0,-108,-106,1209.16,1582.730,1986.542,15.222,100%,3.373,4.114,1062,1040,0,1039,1027,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:57.286,39.27898,-109.04062,4931.9,39.28202,-109.03890,6454.8,3,18,-57,-96,0x01,29,1,15,9,-94,-98,1210.52,1529.478,1945.407,76.379,100%,3.376,4.113,1063,1041,0,1040,1028,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:58.304,39.27898,-109.04062,4931.9,39.28200,-109.03897,6388.8,3,27,-70,-80,0x01,28,4,15,6,-96,-100,1194.49,1463.501,1884.002,59.866,100%,3.376,4.114,1064,1042,0,1041,1029,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:49:59.294,39.27898,-109.04062,4931.9,39.28200,-109.03905,6326.2,3,19,-66,-82,0x01,29,8,12,5,-96,-96,1186.37,1400.853,1830.711,59.459,100%,3.378,4.114,1065,1043,0,1042,1030,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:00.284,39.27898,-109.04062,4931.9,39.28202,-109.03910,6265.2,3,12,-59,-91,0x01,29,8,16,2,-98,-104,1189.16,1339.931,1786.604,47.341,100%,3.378,4.115,1066,1044,0,1043,1031,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:01.305,39.27898,-109.04062,4931.9,39.28200,-109.03915,6198.9,3,12,-71,-83,0x01,29,6,16,4,-89,-97,1175.79,1273.582,1728.525,131.925,100%,3.376,4.114,1067,1045,0,1044,1032,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:02.295,39.27898,-109.04062,4931.9,39.28200,-109.03921,6137.0,3,22,-59,-114,0x01,28,13,11,2,-98,-96,1170.19,1211.634,1679.736,46.586,100%,3.376,4.114,1068,1046,0,1045,1033,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:03.288,39.27898,-109.04062,4931.9,39.28197,-109.03926,6080.0,3,15,-54,-140,0x01,29,7,16,2,-86,-101,1156.10,1154.685,1629.339,183.230,100%,3.376,4.113,1069,1047,0,1046,1034,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:04.304,39.27898,-109.04062,4931.9,39.28194,-109.03929,6023.6,3,11,-65,-169,0x01,29,6,14,5,-97,-96,1144.43,1098.271,1581.621,51.120,100%,3.364,4.116,1070,1048,0,1047,1035,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:05.295,39.27898,-109.04062,4931.9,39.28192,-109.03929,5960.6,3,2,-59,-143,0x01,29,3,18,4,-91,-99,1135.48,1035.322,1532.206,101.200,100%,3.364,4.114,1071,1049,0,1048,1036,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:06.286,39.27898,-109.04062,4931.9,39.28189,-109.03931,5903.4,3,17,-61,-141,0x01,29,10,14,1,-91,-100,1125.39,978.091,1486.727,100.300,100%,3.375,4.114,1072,1050,0,1049,1037,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:07.305,39.27898,-109.04062,4931.9,39.28187,-109.03935,5847.5,3,12,-60,-79,0x01,29,9,13,3,-99,-101,1112.14,922.169,1440.545,39.460,100%,3.375,4.114,1073,1051,0,1050,1038,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:08.295,39.27898,-109.04062,4931.9,39.28187,-109.03938,5787.4,3,4,-56,-84,0x01,29,13,13,0,-94,-101,1110.01,862.047,1401.418,70.037,100%,3.374,4.114,1074,1052,0,1051,1039,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:09.287,39.27898,-109.04062,4931.9,39.28187,-109.03938,5734.3,3,7,-54,172,0x01,29,7,18,2,-87,-99,1109.47,808.944,1369.208,156.717,100%,3.374,4.114,1075,1053,0,1052,1040,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:10.305,39.27898,-109.04062,4931.9,39.28182,-109.03938,5680.0,3,15,-55,-174,0x01,29,13,13,1,-91,-96,1092.64,754.727,1324.236,97.382,100%,3.375,4.114,1076,1054,0,1053,1041,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:11.295,39.27898,-109.04062,4931.9,39.28179,-109.03941,5622.6,3,19,-60,-110,0x01,29,16,8,2,-85,-97,1080.79,697.326,1282.676,192.195,100%,3.375,4.113,1077,1055,0,1054,1042,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:12.285,39.27898,-109.04062,4931.9,39.28179,-109.03947,5566.9,3,16,-53,-84,0x01,29,15,11,0,-86,-101,1075.70,641.559,1249.137,170.487,100%,3.375,4.114,1078,1056,0,1055,1043,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:13.305,39.27898,-109.04062,4931.9,39.28176,-109.03950,5529.7,3,15,-30,-64,0x01,29,15,9,2,-89,-97,1064.29,604.429,1220.713,119.415,100%,3.326,4.112,1079,1057,0,1056,1044,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:14.294,39.27898,-109.04062,4931.9,39.28179,-109.03954,5504.2,3,10,-27,-97,0x01,28,13,13,0,-92,-95,1069.09,578.842,1212.621,84.921,100%,3.326,4.114,1080,1058,0,1057,1045,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:15.284,39.27898,-109.04062,4931.9,39.28176,-109.03958,5477.4,3,4,-27,-94,0x01,29,13,11,2,-88,-99,1057.03,552.051,1189.479,133.072,100%,3.372,4.113,1081,1059,0,1058,1046,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:16.304,39.27898,-109.04062,4931.9,39.28179,-109.03962,5451.0,3,14,-27,-77,0x01,29,9,16,1,-87,-100,1063.49,525.637,1183.406,150.222,100%,3.372,4.114,1082,1060,0,1059,1047,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:17.294,39.27898,-109.04062,4931.9,39.28179,-109.03966,5423.6,3,12,-26,-43,0x01,28,19,5,0,-97,-93,1060.31,498.304,1168.782,47.362,100%,3.372,4.112,1083,1061,0,1060,1048,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:18.283,39.27898,-109.04062,4931.9,39.28179,-109.03972,5394.1,3,15,-29,-100,0x01,29,16,10,0,-84,-104,1056.29,468.803,1152.995,210.757,100%,3.372,4.114,1084,1062,0,1061,1049,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:19.305,39.27898,-109.04062,4931.9,39.28179,-109.03976,5366.4,3,14,-27,-68,0x01,29,13,10,2,-80,-93,1053.56,441.129,1139.666,333.166,100%,3.373,4.113,1085,1063,0,1062,1050,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:20.294,39.27898,-109.04062,4931.9,39.28179,-109.03983,5340.7,3,14,-25,-142,0x01,29,18,7,0,-105,-92,1049.49,415.364,1126.297,18.663,100%,3.373,4.114,1086,1064,0,1063,1051,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:21.285,39.27898,-109.04062,4931.9,39.28179,-109.03984,5319.0,3,16,-21,-70,0x01,28,13,11,2,-100,-98,1048.30,393.685,1117.491,33.150,100%,3.374,4.113,1087,1065,0,1064,1052,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:22.303,39.27898,-109.04062,4931.9,39.28179,-109.03990,5296.3,3,13,-24,-129,0x01,28,19,4,1,-101,-96,1044.87,370.968,1106.586,29.448,100%,3.374,4.113,1088,1066,0,1065,1053,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:23.294,39.27898,-109.04062,4931.9,39.28179,-109.03992,5273.2,3,21,-24,-60,0x01,29,14,10,2,-84,-98,1043.58,347.887,1097.978,208.221,100%,3.374,4.111,1089,1067,0,1066,1054,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:24.285,39.27898,-109.04062,4931.9,39.28179,-109.03999,5251.5,3,11,-21,-102,0x01,28,15,9,0,-83,-91,1040.32,326.207,1088.315,232.898,100%,3.369,4.114,1090,1068,0,1067,1055,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:25.304,39.27898,-109.04062,4931.9,39.28179,-109.04004,5228.6,3,8,-23,-76,0x01,28,14,10,1,-92,-93,1038.29,303.255,1079.843,82.474,100%,3.369,4.113,1091,1069,0,1068,1056,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:26.294,39.27898,-109.04062,4931.9,39.28179,-109.04009,5207.0,3,22,-19,-107,0x01,29,17,4,4,-85,-98,1036.01,281.660,1071.914,184.232,100%,3.369,4.114,1092,1070,0,1069,1057,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:27.284,39.27898,-109.04062,4931.9,39.28176,-109.04013,5186.9,3,11,-19,-95,0x01,29,14,12,1,-98,-96,1025.11,261.555,1056.345,40.810,100%,3.369,4.113,1093,1071,0,1070,1058,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:28.304,39.27898,-109.04062,4931.9,39.28176,-109.04020,5166.6,3,33,-18,-121,0x01,29,16,8,1,-98,-101,1022.73,241.273,1049.312,40.715,100%,3.371,4.114,1094,1072,0,1071,1059,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:29.293,39.27898,-109.04062,4931.9,39.28176,-109.04024,5149.8,3,36,-19,-80,0x01,29,15,9,2,-82,-100,1021.53,224.442,1044.502,256.596,100%,3.371,4.111,1095,1073,0,1072,1060,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:30.285,39.27898,-109.04062,4931.9,39.28176,-109.04029,5132.3,3,13,-19,-27,0x01,29,17,6,2,-86,-91,1020.05,206.985,1039.551,161.667,100%,3.370,4.113,1096,1074,0,1073,1061,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:31.306,39.27898,-109.04062,4931.9,39.28176,-109.04037,5114.5,3,22,-18,-147,0x01,29,15,9,1,-97,-96,1018.28,189.186,1034.525,45.485,100%,3.370,4.113,1097,1075,0,1074,1062,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:32.295,39.27898,-109.04062,4931.9,39.28176,-109.04041,5096.2,3,31,-17,-94,0x01,27,14,9,1,-87,-101,1017.61,170.895,1030.791,143.741,100%,3.370,4.114,1098,1076,0,1075,1063,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:33.285,39.27898,-109.04062,4931.9,39.28174,-109.04045,5077.4,3,9,-16,-55,0x01,28,15,7,2,-86,-97,1007.68,152.120,1018.135,159.706,100%,3.317,4.113,1099,1077,0,1076,1064,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:34.304,39.27898,-109.04062,4931.9,39.28174,-109.04052,5058.1,3,15,-16,-165,0x01,29,16,6,3,-87,-96,1006.91,132.789,1014.793,142.230,100%,3.317,4.114,1100,1078,0,1077,1065,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:35.294,39.27898,-109.04062,4931.9,39.28174,-109.04057,5040.7,3,33,-17,-111,0x01,29,18,5,3,-86,-92,1006.65,115.381,1012.511,159.543,100%,3.364,4.112,1101,1079,0,1078,1066,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:36.285,39.27898,-109.04062,4931.9,39.28174,-109.04060,5023.0,3,27,-17,-61,0x01,29,14,10,2,-89,-101,1006.57,97.674,1010.686,112.939,100%,3.364,4.114,1102,1080,0,1079,1067,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:37.306,39.27898,-109.04062,4931.9,39.28172,-109.04067,5005.8,3,9,-16,-157,0x01,29,17,7,1,-93,-99,997.33,80.466,1000.068,70.606,100%,3.368,4.112,1103,1081,0,1080,1068,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:38.294,39.27898,-109.04062,4931.9,39.28172,-109.04073,4987.9,3,33,-20,-123,0x01,29,17,6,2,-87,-98,997.78,62.589,999.355,140.941,100%,3.368,4.114,1104,1082,0,1081,1069,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:39.285,39.27898,-109.04062,4931.9,39.28172,-109.04076,4969.3,3,15,-19,-67,0x01,29,14,11,1,-105,-100,998.12,44.016,998.820,17.749,100%,3.368,4.112,1105,1083,0,1082,1070,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:40.305,39.27898,-109.04062,4931.9,39.28169,-109.04083,4948.0,3,15,-23,172,0x01,29,16,9,1,-106,-106,989.77,22.641,989.905,15.687,100%,3.368,4.115,1106,1084,0,1083,1071,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:41.295,39.27898,-109.04062,4931.9,39.28169,-109.04084,4938.1,3,0,0,62,0x01,29,4,16,5,-127,-131,989.87,12.831,989.890,1.398,100%,3.367,4.114,1107,1085,0,1084,1071,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:47.294,39.27898,-109.04062,4931.9,39.28169,-109.04084,4936.8,3,0,0,116,0x01,30,3,14,6,-127,-131,989.90,11.483,989.914,1.398,75%,3.365,4.113,1113,1087,0,1085,1071,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:48.284,39.27898,-109.04062,4931.9,39.28169,-109.04084,4936.6,3,0,0,-161,0x01,30,3,14,6,-127,-131,989.90,11.240,989.914,1.398,75%,3.365,4.112,1114,1088,0,1086,1071,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:50:50.295,39.27898,-109.04062,4931.9,39.28169,-109.04084,4936.2,3,0,0,56,0x01,30,3,14,6,-127,-131,989.90,10.889,989.914,1.398,75%,3.366,4.094,1116,1090,0,1087,1071,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:51:04.305,39.27903,-109.04062,4928.5,39.28169,-109.04084,4934.3,3,0,0,136,0x01,29,3,13,7,-124,-130,974.76,12.314,974.774,1.945,27%,3.311,4.115,1130,1092,0,1088,1071,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
Colleen5939,2026-01-18,10:51:07.395,39.27904,-109.04063,4926.4,39.28169,-109.04084,4934.1,3,0,0,36,0x01,30,3,13,7,-125,-128,968.25,14.175,968.282,1.722,25%,3.359,4.115,1133,1093,0,1089,1072,,0.00000,0.00000,0.0,0,0.0,-50,-6.6
