UTCTIME,UNIXTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT
Apr 17 2021 19:10:24.000 UTC,1618711824.000,3224,34.49618910,-116.95624380,20,3,27,-25,-102,0x03,10,18,20,154,4.011
Apr 17 2021 19:10:25.000 UTC,1618711825.000,3199,34.49617700,-116.95633800,18,3,29,-25,-92,0x03,6,13,18,161,4.013
Apr 17 2021 19:10:26.000 UTC,1618711826.000,3176,34.49618180,-116.95643800,20,3,30,-23,-80,0x03,4,19,20,154,4.013
Apr 17 2021 19:10:37.000 UTC,1618711837.000,2948,34.49617810,-116.95715350,21,3,29,-21,-85,0x03,6,18,21,165,4.013
Apr 17 2021 19:10:28.000 UTC,1618711828.000,3132,34.49622810,-116.95661300,21,3,24,-21,-58,0x03,5,18,21,157,4.011
Apr 17 2021 19:10:29.000 UTC,1618711829.000,3111,34.49626270,-116.95667660,19,3,18,-22,-56,0x03,8,15,19,162,4.012
Apr 17 2021 19:10:30.000 UTC,1618711830.000,3089,34.49628610,-116.95671430,20,3,10,-21,-58,0x03,8,18,20,157,4.012
Apr 17 2021 19:10:31.000 UTC,1618711831.000,3069,34.49629260,-116.95674600,21,3,11,-23,-91,0x03,6,19,21,163,4.010
Apr 17 2021 19:10:32.000 UTC,1618711832.000,3048,34.49628840,-116.95677790,19,3,11,-21,-116,0x03,10,18,19,172,4.010
Apr 17 2021 19:10:33.000 UTC,1618711833.000,3027,34.49626410,-116.95681880,20,3,20,-21,-126,0x03,7,15,20,170,4.012
Apr 17 2021 19:10:34.000 UTC,1618711834.000,3007,34.49622950,-116.95688100,21,3,22,-19,-122,0x03,7,16,20,165,4.012
Apr 17 2021 19:10:35.000 UTC,1618711835.000,2987,34.49619660,-116.95695200,20,3,28,-21,-112,0x03,8,17,20,161,4.010
Apr 17 2021 19:10:36.000 UTC,1618711836.000,2968,34.49617540,-116.95705130,21,3,31,-20,-92,0x03,8,16,21,163,4.010
Apr 17 2021 19:10:37.000 UTC,1618711837.000,2948,34.49617810,-116.95715350,21,3,29,-21,-85,0x03,6,18,21,165,4.013
Apr 17 2021 19:10:38.000 UTC,1618711838.000,2927,34.49619130,-116.95724240,21,3,25,-22,-68,0x03,9,18,21,164,4.013
Apr 17 2021 19:10:39.000 UTC,1618711839.000,2904,34.49621880,-116.95730670,21,3,18,-23,-58,0x03,6,18,21,170,4.011
Apr 17 2021 19:10:40.000 UTC,1618711840.000,2882,34.49624120,-116.95735380,21,3,12,-22,-62,0x03,6,19,21,177,4.011
Apr 17 2021 19:10:41.000 UTC,1618711841.000,2861,34.49625540,-116.95738310,21,3,8,-16,-53,0x03,7,19,21,176,4.012
Apr 17 2021 19:10:42.000 UTC,1618711842.000,2850,34.49625900,-116.95740390,21,3,9,-5,-117,0x03,4,18,21,167,4.012
Apr 17 2021 19:10:43.000 UTC,1618711843.000,2846,34.49624910,-116.95742810,20,3,5,-2,-116,0x03,8,15,20,144,4.010
Apr 17 2021 19:10:44.000 UTC,1618711844.000,2846,34.49624840,-116.95744060,21,3,1,0,-92,0x03,5,15,21,144,4.010
Apr 17 2021 19:10:45.000 UTC,1618711845.000,2847,34.49624890,-116.95745500,21,3,5,0,-86,0x03,2,14,21,137,4.012
Apr 17 2021 19:10:46.000 UTC,1618711846.000,2847,34.49624740,-116.95746310,21,3,3,0,-114,0x03,1,15,19,130,4.012
