time,Gyro X,Gyro Y,Gyro Z,time,pressure,Pressure MSL,Pressure AGL,time,acceleration,time,lat. X accel.,lat. Y accel.,time,Mag X,Mag Y,Mag Z,time,eject. bat. voltage,time,comp. bat. voltage,time,launch detect,apogee detect,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time,A Voltage,time,B Voltage,time,C Voltage,time,D Voltage,time,temperature,time,GPS Time of Week
48.5742,-24.57,9.45,-58.38,,,,,48.5891,0.875,48.5822,0.40625,0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.6729,-31.43,4.2,-138.67,,,,,48.6869,0.910156,48.6779,0.46875,0.277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.7766,-21.07,-34.72,-173.32,,,,,48.7886,0.835938,48.7816,0.359375,0.347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.8723,-40.39,1.89,-114.66,,,,,48.8833,0.875,48.8773,0.347656,0.371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.9761,-37.66,-11.41,-82.74,,,,,48.9931,0.851563,48.9821,0.324219,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0758,-13.23,-17.78,-59.57,,,,,49.0878,0.910156,49.0808,0.324219,0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.1766,-52.22,-10.64,24.64,,,,,49.1956,0.960938,49.1866,0.347656,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.2753,-39.97,-6.44,26.81,,,,,49.2902,0.910156,49.2813,0.3125,0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.3758,-31.78,3.22,38.5,,,,,49.3918,0.949219,49.3818,0.394531,0.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.4745,-46.83,-0.56,21.98,,,,,49.4905,0.910156,49.4816,0.421875,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.5742,-28.77,-2.52,-41.16,,,,,49.5901,0.839844,49.5812,0.394531,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.6658,-34.44,12.04,-82.74,,,,,49.6847,0.828125,49.6738,0.394531,0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.7734,-48.86,-3.22,-108.99,,,,,49.7883,0.972656,49.7794,0.457031,0.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.8681,-57.82,-4.41,-89.46,,,,,49.8791,1.01563,49.8741,0.335938,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.9729,-36.26,6.86,-61.39,,,,,49.9898,0.984375,49.9799,0.40625,0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0686,-41.44,-4.97,-8.89,,,,,50.0875,1.00781,50.0776,0.421875,0.445313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.1644,-51.38,1.19,-22.82,,,,,50.1843,0.960938,50.1724,0.433594,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.2661,-27.16,-8.54,-65.87,,,,,50.283,0.925781,50.272,0.335938,0.324219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.3766,-74.83,18.55,-34.72,,,,,50.3966,0.980469,50.3866,0.515625,0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.4653,-51.1,-4.34,-65.45,,,,,50.4863,0.949219,50.4713,0.46875,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.5732,-52.99,15.82,-36.96,,,,,50.5922,0.972656,50.5812,0.515625,0.347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.6669,-71.96,17.57,-36.89,,,,,50.6779,0.886719,50.6719,0.574219,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.7706,-32.55,3.43,-140,,,,,50.7905,0.8125,50.7766,0.574219,0.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.8702,-72.73,11.97,-64.75,,,,,50.8902,0.800781,50.8752,0.5625,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.9698,-56.35,12.11,-121.66,,,,,50.9897,0.835938,50.9758,0.613281,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0594,-45.57,10.57,-80.15,,,,,51.0764,0.820313,51.0694,0.71875,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.1691,-67.06,4.34,-19.46,,,,,51.1849,0.898438,51.175,0.648438,0.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2687,-36.19,3.08,-172.83,,,,,51.2797,0.757813,51.2737,0.71875,0.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3655,-59.43,-6.58,-115.71,,,,,51.3843,0.757813,51.3745,0.742188,0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4691,-54.25,-9.94,-119.98,,,,,51.4839,0.679688,51.475,0.695313,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5677,-49.14,4.27,-142.31,,,,,51.5848,0.695313,51.5748,0.78125,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.6675,-66.15,-17.29,-51.73,,,,,51.6794,0.722656,51.6725,0.792969,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7672,-58.1,-12.32,-97.93,,,,,51.7872,0.761719,51.7742,0.792969,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.8609,-66.29,-4.83,-53.9,,,,,51.8759,0.824219,51.8639,0.886719,0.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9586,-56.84,-22.05,-35.77,,,,,51.9726,0.761719,51.9666,0.804688,0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0573,-61.18,-7.56,-99.89,,,,,52.0773,0.710938,52.0713,0.769531,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.157,-79.94,0.49,-58.94,,,,,52.172,0.847656,52.166,0.851563,0.613281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.2567,-58.03,-13.37,-50.12,,,,,52.2766,0.71875,52.2656,0.828125,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3663,-65.73,-3.99,-97.58,,,,,52.3872,0.609375,52.3723,0.769531,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.4649,-46.9,-18.41,-179.55,,,,,52.4849,0.707031,52.4709,0.742188,0.550781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5568,-55.58,-27.79,-98.63,,,,,52.5807,0.683594,52.5668,0.648438,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.6564,-61.74,-12.53,-144.27,,,,,52.6703,0.691406,52.6644,0.660156,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.7591,-20.79,-35.84,-277.97,,,,,52.781,0.722656,52.7661,0.636719,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.8597,-23.17,-56.21,-243.39,,,,,52.8787,0.796875,52.8657,0.601563,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.9584,-7.42,-31.85,-285.04,,,,,52.9744,0.722656,52.9653,0.480469,0.636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0601,-2.66,-42.42,-65.17,,,,,53.074,0.738281,53.0651,0.445313,0.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.1687,-5.39,-30.03,36.82,,,,,53.1747,0.761719,53.1777,0.539063,0.601563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2683,-19.04,-28.28,28,,,,,53.2773,0.910156,53.2773,0.503906,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.358,-24.64,-36.26,-36.47,,,,,53.373,1.05859,53.363,0.589844,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.4559,-9.94,-51.73,-67.06,,,,,53.4729,1.02344,53.4589,0.40625,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.5577,-2.94,-54.95,16.66,,,,,53.5776,0.898438,53.5637,0.335938,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.6613,-18.97,-54.53,96.74,,,,,53.6762,0.847656,53.6673,0.203125,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.7579,-45.08,-0.91,119.28,,,,,53.7768,0.960938,53.7669,0.226563,0.550781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.8616,-20.51,-19.11,91.21,,,,,53.8775,1.02734,53.8705,0.359375,0.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.9612,-41.16,-29.68,74.06,,,,,53.9811,0.886719,53.9722,0.167969,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0599,-56.77,19.04,31.15,,,,,54.0758,0.949219,54.0659,0.214844,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.1565,-13.58,16.31,-9.87,,,,,54.1744,0.984375,54.1645,0.253906,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.2492,-27.3,-15.4,-48.23,,,,,54.2711,1.00781,54.2602,0.238281,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.3589,-35.21,5.74,-102.76,,,,,54.3809,0.898438,54.3699,0.179688,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.4556,-9.1,23.31,-163.59,,,,,54.4796,0.964844,54.4696,0.226563,0.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.5533,-0.91,-8.61,-234.22,,,,,54.5782,1.01172,54.5602,0.277344,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.6539,-26.67,-26.6,-249.41,,,,,54.6749,0.984375,54.6599,0.203125,0.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.7496,-38.64,8.26,-219.87,,,,,54.7776,1.10938,54.7596,0.179688,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.8483,-10.29,4.69,-112.35,,,,,54.8693,0.925781,54.8542,0.191406,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.947,-22.33,-28.49,-3.36,,,,,54.9689,1.18359,54.9569,0.132813,0.695313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0477,-7.98,2.73,35.21,,,,,55.0677,1.15234,55.0567,0.203125,0.648438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.1465,-10.5,6.02,150.5,,,,,55.1674,1.03516,55.1575,0.203125,0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.2462,-22.75,-15.89,218.82,,,,,55.2672,1.14453,55.2562,0.445313,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.347,-23.59,-22.47,230.58,,,,,55.363,1.1875,55.356,0.433594,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.4468,9.17,1.89,229.04,,,,,55.4668,1.14063,55.4558,0.289063,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.5516,-38.78,15.05,244.44,,,,,55.5705,0.890625,55.5576,0.238281,0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6562,-41.79,16.24,257.18,,,,,55.6702,1.14453,55.6622,0.335938,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.7449,-15.96,21.07,282.8,,,,,55.7658,1.16016,55.7559,0.359375,0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.8516,3.22,55.86,148.05,,,,,55.8656,1.10547,55.8566,0.46875,0.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.9464,4.27,45.78,-28.35,,,,,55.9604,1.16797,55.9514,0.613281,0.191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0452,2.73,21.56,-155.4,,,,,56.0651,1.00781,56.0541,0.5625,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.1498,13.16,52.29,-170.66,,,,,56.1707,0.992188,56.1638,0.625,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.2435,0.84,50.4,4.48,,,,,56.2644,0.949219,56.2545,0.671875,0.277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.3532,22.75,16.24,-95.48,,,,,56.3732,0.808594,56.3632,0.613281,0.191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.4539,-6.37,36.75,-285.46,,,,,56.4728,0.960938,56.4589,0.574219,0.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.5435,-25.62,18.76,-323.61,,,,,56.5624,1.14063,56.5525,0.757813,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.6431,-22.4,9.87,-183.89,,,,,56.6641,1.07422,56.6511,0.757813,0.324219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.7418,-35.77,2.66,-116.9,,,,,56.7627,1.02344,56.7527,0.78125,0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.8426,-23.8,-17.08,-260.68,,,,,56.8676,0.960938,56.8516,0.769531,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.9482,-24.71,-11.13,-278.67,,,,,56.9622,0.796875,56.9562,0.707031,0.277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.041,-32.69,-9.94,-117.25,,,,,57.058,0.949219,57.052,0.839844,0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.1418,-5.95,-17.57,-16.8,,,,,57.1607,0.960938,57.1517,0.851563,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.2404,-20.93,-5.11,-60.41,,,,,57.2603,0.863281,57.2523,0.792969,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.3521,-31.85,-10.57,-90.58,,,,,57.3701,0.792969,57.3611,0.660156,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.4559,-28.84,-13.51,-0.14,,,,,57.4698,0.988281,57.4648,0.71875,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.5396,-40.32,-15.47,38.36,,,,,57.5605,1.00781,57.5505,0.816406,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.6412,-28.14,-27.51,-79.31,,,,,57.6602,0.972656,57.6462,0.742188,0.277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.7399,-39.9,-31.92,-4.27,,,,,57.7608,0.960938,57.7499,0.613281,0.277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.8505,-34.3,-1.33,-12.32,,,,,57.8654,0.75,57.8594,0.539063,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.9432,-37.66,-14.35,29.68,,,,,57.9601,0.839844,57.9532,0.574219,0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0389,-35.7,-10.64,1.82,,,,,58.0588,0.789063,58.0479,0.480469,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.1436,-50.4,11.83,14.07,,,,,58.1646,0.839844,58.1526,0.515625,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.2473,-26.95,-1.96,117.88,,,,,58.2642,0.785156,58.2523,0.394531,0.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.3369,-30.24,18.62,165.41,,,,,58.364,0.773438,58.3469,0.289063,0.0351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.4378,-33.95,45.99,184.31,,,,,58.4528,0.859375,58.4468,0.226563,-0.0117188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.5366,-7.35,39.41,175.84,,,,,58.5576,0.722656,58.5466,0.203125,-0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.6372,8.89,24.78,150.22,,,,,58.6571,0.8125,58.6462,0.179688,-0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.7358,14.56,40.32,137.2,,,,,58.7519,0.765625,58.7479,0.0351563,-0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.8367,17.22,27.44,110.25,,,,,58.8566,0.824219,58.8456,-0.0117188,-0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.9374,18.13,-1.61,87.99,,,,,58.9514,0.9375,58.9454,-0.167969,-0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0471,40.53,10.57,118.02,,,,,59.0571,0.984375,59.0471,-0.277344,-0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.1459,9.24,20.72,134.54,,,,,59.1548,0.851563,59.1459,-0.371094,-0.0976563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.2446,6.16,-24.5,67.9,,,,,59.2595,0.863281,59.2506,-0.359375,0.0117188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.3443,18.83,-28.91,36.33,,,,,59.3632,0.945313,59.3503,-0.503906,0.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.4439,33.04,24.43,33.6,,,,,59.4598,0.984375,59.4499,-0.480469,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.5436,-15.26,-35.77,52.08,,,,,59.5585,0.992188,59.5496,-0.382813,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.6335,1.54,-16.94,19.6,,,,,59.6544,1.17578,59.6404,-0.515625,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.7352,49.49,8.89,-10.99,,,,,59.7492,1.12109,59.7432,-0.359375,0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.85,-7.14,-30.73,-5.88,,,,,59.8649,1.00781,59.8589,-0.335938,0.324219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.9476,14.98,-14.7,73.15,,,,,59.9635,0.953125,59.9545,-0.3125,0.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0332,38.85,-11.34,153.93,,,,,60.0482,1.14453,60.0422,-0.226563,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.1419,-7.21,-16.1,305.62,,,,,60.1529,1.14453,60.1419,-0.191406,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.2386,-8.4,-32.76,445.9,,,,,60.2615,1.14453,60.2486,-0.0585938,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.3373,-19.11,-14.84,546,,,,,60.3612,0.984375,60.3463,-0.0859375,0.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.4408,-9.24,24.99,622.51,,,,,60.4578,0.808594,60.4458,0.15625,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.5367,9.52,48.86,673.96,,,,,60.5527,0.863281,60.5427,0.214844,0.0351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.6454,19.67,3.08,713.09,,,,,60.6624,0.847656,60.6514,-0.132813,-0.144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.7362,-16.94,-18.13,778.47,,,,,60.7512,1.26172,60.7412,-0.167969,0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.8318,-59.92,-39.69,770.14,,,,,60.8497,1.08203,60.8408,0.0351563,0.636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.9365,1.75,46.2,802.9,,,,,60.9544,1.12891,60.9445,0.492188,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0411,66.01,27.86,560.28,,,,,61.0591,1.09375,61.0491,-0.109375,-0.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.1291,72.59,36.12,271.25,,,,,61.15,1.30469,61.1401,-0.347656,-0.695313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.2299,7.91,-30.94,-6.16,,,,,61.2498,1.04688,61.2358,-0.527344,-0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.3297,66.64,-18.27,-94.57,,,,,61.3497,1.15234,61.3357,-0.625,-0.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.4285,18.06,-0.14,-189.42,,,,,61.4495,1.08984,61.4395,-0.503906,-0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.5352,16.59,-7.56,-89.81,,,,,61.5502,0.828125,61.5402,-0.5625,-0.445313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.638,47.53,9.59,-99.54,,,,,61.6539,0.847656,61.645,-0.601563,-0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.7297,19.74,-6.09,-288.47,,,,,61.7487,0.902344,61.7387,-0.683594,-0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.8423,45.99,40.18,-127.4,,,,,61.8573,0.828125,61.8483,-0.515625,-0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.9372,19.46,-1.89,-265.23,,,,,61.9531,0.828125,61.9422,-0.550781,-0.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0368,21.14,53.13,-91.35,,,,,62.0568,0.710938,62.0478,-0.550781,-0.539063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.1286,16.66,28.77,-167.3,,,,,62.1476,0.75,62.1416,-0.421875,-0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.2264,49.77,48.72,-63.21,,,,,62.2483,0.890625,62.2363,-0.550781,-0.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.3321,29.4,45.5,-12.18,,,,,62.3521,0.789063,62.3381,-0.480469,-0.660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.4357,27.72,22.96,-103.6,,,,,62.4556,0.96875,62.4417,-0.601563,-0.550781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.5263,14.56,76.37,1.96,,,,,62.5423,0.824219,62.5353,-0.515625,-0.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.6349,-7.28,17.43,-261.8,,,,,62.6509,0.671875,62.6409,-0.3125,-0.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.7316,20.16,33.18,-151.97,,,,,62.7466,0.800781,62.7396,-0.382813,-0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.8282,-22.75,46.06,-97.51,,,,,62.8462,0.566406,62.8342,-0.214844,-0.371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.9259,6.51,-2.24,-169.75,,,,,62.9439,0.589844,62.9339,-0.289063,-0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0306,7.35,55.16,-14,,,,,63.0456,0.789063,63.0386,-0.265625,-0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.1244,-19.25,34.02,-80.43,,,,,63.1433,0.648438,63.1343,-0.179688,-0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.224,21,24.71,2.59,,,,,63.244,0.839844,63.233,-0.203125,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.3278,15.33,61.11,137.2,,,,,63.3397,0.9375,63.3337,-0.238281,-0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.4333,4.41,55.02,53.13,,,,,63.4413,0.910156,63.4423,-0.203125,-0.238281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.532,56.7,26.74,119.21,,,,,63.5439,1.08203,63.537,-0.191406,-0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.6287,41.16,40.18,190.96,,,,,63.6436,1.07031,63.6367,-0.265625,-0.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.7263,54.04,17.64,186.2,,,,,63.7422,1.15625,63.7313,-0.253906,-0.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.825,77.35,-32.27,148.89,,,,,63.837,1.16406,63.831,-0.457031,-0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.9257,53.2,-24.43,96.88,,,,,63.9457,0.996094,63.9366,-0.492188,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0314,29.75,-46.83,-114.1,,,,,64.0513,0.847656,64.0403,-0.445313,-0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.132,39.76,-39.48,-83.93,,,,,64.152,0.730469,64.1401,-0.46875,-0.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.2338,19.6,-33.04,-100.73,,,,,64.2468,0.660156,64.2397,-0.433594,-0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.3295,41.58,-47.04,-274.12,,,,,64.3495,1.41797,64.3355,-0.539063,-0.238281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.4193,42.77,42.7,-326.83,,,,,64.4413,2.21094,64.4303,-0.226563,0.132813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.5211,194.53,-20.09,-421.89,,,,,64.54,2.10938,64.5261,-0.0859375,0.144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.6188,152.25,20.93,-446.88,,,,,64.6397,1.69141,64.6257,0.0585938,-0.0976563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.7186,37.45,-73.64,-280.91,,,,,64.7355,1.55078,64.7285,-0.0234375,-0.144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.8193,-863.94,-478.38,-272.86,,,,,64.8352,-2.67578,64.8292,-0.480469,0.839844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.9179,22.82,7.35,-257.74,,,,,64.9388,-3.81641,64.9249,0.730469,-0.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0177,-2.59,1.47,99.61,,,,,65.0386,-0.589844,65.0327,0.683594,-0.636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.1243,-2.87,-0.35,-21.21,,,,,65.1392,-0.015625,65.1293,0.601563,-0.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.233,-2.87,0.35,6.58,,,,,65.248,0.015625,65.242,0.574219,-0.660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.3318,-3.22,0,5.46,,,,,65.3519,0.00390625,65.3439,0.574219,-0.695313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.4336,-3.29,0.07,2.03,,,,,65.4515,0.015625,65.4435,0.589844,-0.648438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.5284,-3.08,-0.7,0.84,,,,,65.5474,0.00390625,65.5374,0.589844,-0.660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.641,-3.29,-0.07,1.05,,,,,65.653,-0.015625,65.647,0.589844,-0.660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.7357,-3.08,-0.35,1.05,,,,,65.7526,-0.0117188,65.7457,0.601563,-0.695313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.8464,-3.15,-0.35,1.12,,,,,65.8604,0,65.8553,0.625,-0.683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
