time,Gyro X,Gyro Y,Gyro Z,time,pressure,Pressure MSL,Pressure AGL,time,acceleration,time,lat. X accel.,lat. Y accel.,time,Mag X,Mag Y,Mag Z,time,eject. bat. voltage,time,comp. bat. voltage,time,launch detect,apogee detect,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time,A Voltage,time,B Voltage,time,C Voltage,time,D Voltage,time,temperature,time,GPS Time of Week
31.3187,102.76,320.67,934.36,72.8982,93888,638.32,-4.51215,31.3387,1.5625,31.3277,-1.80078,2.03906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.4175,294.63,-357.42,1313.69,73.0917,93884,638.674,-4.15808,31.4385,1.07813,31.4265,0.636719,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5172,-271.74,-3.29,845.25,73.2911,93889,638.233,-4.59937,31.5332,0.0703125,31.5242,0.179688,-0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.6169,-86.31,115.43,606.76,73.4955,93890,638.143,-4.68921,31.6359,-0.203125,31.6279,-0.191406,-0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7164,-11.76,182.42,373.87,73.6901,93887,638.41,-4.42236,31.7374,-0.464844,31.7264,-1.47656,0.910156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.8162,160.37,239.61,158.34,73.8914,93891,638.056,-4.77643,31.8372,-3.53516,31.8262,0.0703125,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.916,225.54,37.94,151.2,74.0938,93898,637.435,-5.39734,31.9379,-0.3125,31.9269,0.492188,-0.636719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0158,225.47,-36.61,20.93,,,,,32.0367,0.144531,32.0258,0.445313,-1.04297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1155,286.51,13.93,-206.64,,,,,32.1315,0.359375,32.1265,0.503906,-1.32031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.2152,230.58,125.09,-458.36,,,,,32.2352,0.347656,32.2262,0.898438,-1.16406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.3149,50.61,152.81,-371.63,,,,,32.3349,0.199219,32.325,1.40234,-0.0859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.4166,1.89,79.31,119.63,,,,,32.4346,0.148438,32.4256,1.16406,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.5164,30.24,28.56,226.03,,,,,32.5453,0.140625,32.5353,0.910156,-0.191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.624,5.25,-7.56,6.72,,,,,32.645,0.132813,32.636,0.804688,-0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.7147,-32.97,-22.05,-149.59,,,,,32.7437,1.23438,32.7247,1.03125,0.0351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.8145,-55.44,23.59,12.11,,,,,32.8394,2.09766,32.8234,1.51172,-0.0117188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.9133,237.86,172.13,280.14,,,,,32.9383,3.05078,32.9243,0.78125,-0.238281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.013,-289.24,306.04,133.14,,,,,33.0339,8.375,33.024,0.324219,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.1127,431.62,-161.63,14.21,,,,,33.1337,6.11719,33.1237,0.121094,0.0117188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.2145,134.4,6.44,269.08,,,,,33.2285,1,33.2234,0.0234375,-0.191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.3132,91.7,299.11,-173.39,,,,,33.3331,3.08203,33.3192,0.71875,-0.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.4138,73.15,-771.68,-3.71,,,,,33.4327,-6.0625,33.4218,1.70313,-1.52344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.5123,-86.03,196.91,-67.34,,,,,33.5273,-0.523438,33.5213,-0.730469,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.6111,460.88,649.32,-376.39,,,,,33.632,3.14453,33.621,4.72656,-0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.7107,-160.79,-528.85,-59.78,,,,,33.7317,-7.11328,33.7207,-6.07031,-2.36328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.8104,238.7,474.53,-1100.75,,,,,33.8264,6.42188,33.8204,4.48828,-0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.9102,170.73,33.11,-1052.31,,,,,33.9311,2.79688,33.9171,1.22266,0.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0099,295.54,-78.89,-765.24,,,,,34.0308,1.48828,34.0168,0.324219,0.371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.1136,35.42,295.47,-158.48,,,,,34.1255,0.902344,34.1205,0.203125,0.0585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.2102,-312.06,-285.88,260.54,,,,,34.2311,2.80469,34.2192,-0.238281,1.37891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.3087,-113.19,-43.96,-39.9,,,,,34.3297,1.77344,34.3228,-0.277344,0.445313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.4094,146.09,297.64,-84,,,,,34.4294,2.57422,34.4154,0.15625,0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5081,-6.51,190.89,-38.99,,,,,34.5251,0.445313,34.5181,0.253906,0.191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.6078,-51.45,37.17,-46.48,,,,,34.6248,0.699219,34.6179,0.238281,0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7086,-39.69,-207.48,166.11,,,,,34.7245,2.51953,34.7175,0.121094,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.8083,46.13,-70.14,256.06,,,,,34.8282,1.49609,34.8143,-0.214844,0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.907,298.83,40.95,483.7,,,,,34.9279,1.00391,34.914,2.55469,-0.445313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0078,-82.32,-120.12,109.62,,,,,35.0277,0.015625,35.0167,0.960938,-1.40234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.1066,-201.11,222.74,-296.38,,,,,35.1275,1.56641,35.1165,-0.0976563,0.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.2064,75.53,314.37,-244.72,,,,,35.2233,2.00781,35.2173,1.09375,0.574219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.3062,275.45,-191.24,-525.84,,,,,35.3272,1.39453,35.3162,1.53516,0.898438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.411,67.76,-317.45,-808.71,,,,,35.422,1.12109,35.417,-0.109375,-0.925781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.5068,-252.91,-199.71,-1272.25,,,,,35.5267,2.02344,35.5168,-1.87109,0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6066,-427.42,62.72,-1144.85,,,,,35.6255,0.339844,35.6155,-2.98828,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.7053,-175.84,274.4,-1303.19,,,,,35.7273,1.57031,35.7173,0.359375,0.742188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.8051,43.19,258.23,-1068.9,,,,,35.825,1.75,35.8121,0.324219,1.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.9058,123.76,249.41,-1152.41,,,,,35.9268,0.996094,35.9147,-0.613281,1.42969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0056,178.99,94.71,-574.63,,,,,36.0266,1.28125,36.0145,0.757813,-0.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.1053,220.43,-144.41,-391.16,,,,,36.1213,1.49609,36.1143,0.46875,-0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.2041,-3.99,-154.28,-401.8,,,,,36.2211,1.20703,36.2151,0.445313,-0.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3077,-107.59,-200.06,-312.62,,,,,36.3246,0.238281,36.3107,0.445313,0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.4034,-58.59,-74.76,-236.04,,,,,36.4203,0.574219,36.4143,-0.121094,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.504,-127.75,197.05,338.66,,,,,36.5239,1.24609,36.5129,0.742188,1.00781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.6029,32.76,33.25,569.45,,,,,36.6229,1.29297,36.6139,0.457031,0.0703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.7046,-141.82,-24.36,405.23,,,,,36.7225,1.05469,36.7126,0.601563,-0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.8042,-167.79,23.59,70.98,,,,,36.8182,0.335938,36.8122,0.382813,0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.912,257.46,22.12,-272.09,,,,,36.927,0.851563,36.912,0.757813,-0.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0126,67.34,-28.49,-303.87,,,,,37.0286,0.929688,37.0216,0.515625,-0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.1084,-96.74,-138.88,-194.67,,,,,37.1215,0.5625,37.1154,0.371094,0.0585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2012,-45.36,81.83,-311.29,,,,,37.2182,0.792969,37.2112,-0.121094,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3019,-29.61,123.2,-258.51,,,,,37.3218,0.839844,37.3109,0.539063,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4067,54.74,-63.42,-83.86,,,,,37.4216,0.941406,37.4117,0.492188,0.132813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5115,-35.42,33.88,3.5,,,,,37.5315,0.996094,37.5165,-0.046875,-0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6113,-79.52,78.26,22.05,,,,,37.6352,1.02734,37.6202,0.589844,0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7059,39.83,-47.95,77.84,,,,,37.7259,0.996094,37.7119,0.382813,-0.132813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8106,-37.8,28.14,113.12,,,,,37.8245,1.19141,37.8166,-0.0351563,-0.0585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9092,-42.35,82.11,100.1,,,,,37.9291,1.10938,37.9152,0.238281,-0.0234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0108,-26.39,-48.79,105.98,,,,,38.0258,0.957031,38.0198,0.0859375,0.0585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1085,-50.12,4.34,119.42,,,,,38.1244,1.01953,38.1155,-0.0976563,0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.2091,-2.17,70.21,156.38,,,,,38.2191,1.26953,38.2121,0.15625,0.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.2979,-34.58,3.57,251.51,,,,,38.3189,1.17969,38.3049,0.226563,0.371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.3976,-52.78,49.98,338.24,,,,,38.4186,1.17578,38.4046,0.503906,0.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.4974,36.19,28.63,346.92,,,,,38.5173,1.21094,38.5074,0.648438,0.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.598,24.78,11.2,162.75,,,,,38.6179,1.01563,38.606,0.335938,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.6977,-1.19,27.58,-92.96,,,,,38.7186,0.976563,38.7037,0.40625,-0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.8065,66.71,0.84,-200.27,,,,,38.8184,0.949219,38.8125,0.527344,-0.289063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.8961,42.7,6.58,-112.28,,,,,38.917,1.08203,38.906,0.515625,-0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9957,-4.9,3.36,-200.2,,,,,39.0117,0.964844,39.0126,0.503906,-0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1073,17.01,34.16,-211.96,,,,,39.1163,0.941406,39.1073,0.550781,-0.277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.196,18.13,20.65,-176.75,,,,,39.211,1.03125,39.205,0.683594,-0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2948,-2.31,26.46,-159.11,,,,,39.3157,1.13672,39.3047,0.5625,-0.433594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3945,-5.53,17.08,-280.7,,,,,39.4186,1.1875,39.4045,0.769531,-0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4954,-33.81,4.76,-168.28,,,,,39.5153,1.13672,39.5054,0.730469,-0.335938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5959,-8.47,7.07,-157.57,,,,,39.6109,1.13281,39.6049,0.757813,-0.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6938,-38.01,-8.26,-139.16,,,,,39.7158,0.964844,39.7038,0.574219,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7936,-30.87,61.39,-33.11,,,,,39.8135,1.13281,39.8006,0.742188,-0.394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8942,-26.95,-5.95,-129.43,,,,,39.9102,1.04688,39.9032,0.757813,-0.347656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.999,-36.54,2.8,-45.99,,,,,40.015,0.957031,40.004,0.574219,-0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0978,-62.51,21.21,-28.91,,,,,40.1088,0.777344,40.1038,0.480469,-0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1993,11.2,22.82,-185.29,,,,,40.2143,0.707031,40.2043,0.589844,-0.253906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2971,-20.79,-11.2,-125.3,,,,,40.312,0.457031,40.303,0.550781,1.00781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.3976,-45.85,-14.56,-125.37,,,,,40.4116,0.667969,40.4026,0.527344,-0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4963,-0.14,26.18,-170.45,,,,,40.5132,0.769531,40.5023,0.503906,-0.0351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.598,1.26,12.11,-128.66,,,,,40.614,0.816406,40.603,0.601563,-0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6957,-27.44,-14.49,-42,,,,,40.7117,0.769531,40.7027,0.539063,-0.121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7974,-17.78,31.92,-49.49,,,,,40.8164,0.78125,40.8064,0.503906,-0.144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9011,-11.9,24.5,-81.06,,,,,40.9161,0.875,40.9071,0.589844,-0.132813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0009,-36.89,-15.68,35.42,,,,,41.0168,0.933594,41.0099,0.5625,-0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0906,-44.1,6.09,64.26,,,,,41.1116,0.828125,41.1016,0.503906,-0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1993,-20.3,9.45,3.92,,,,,41.2193,0.957031,41.2043,0.539063,-0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2952,-49.77,-2.8,113.12,,,,,41.3161,0.949219,41.3011,0.347656,-0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.3998,-30.24,20.58,209.09,,,,,41.4187,0.863281,41.4058,0.191406,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.4985,17.01,28.63,306.81,,,,,41.5134,0.898438,41.5035,0.203125,-0.0234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5992,-4.13,33.95,438.34,,,,,41.6151,0.972656,41.6042,0.167969,-0.0117188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6939,13.93,23.8,559.58,,,,,41.7089,0.972656,41.6999,0.226563,-0.0859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7977,16.45,-14.35,546.77,,,,,41.8096,0.96875,41.8027,-0.0234375,-0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8893,0.98,-29.4,464.24,,,,,41.9082,0.949219,41.8983,-0.265625,-0.0351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9969,-24.64,-2.17,365.68,,,,,42.0129,0.957031,42.0029,-0.3125,0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0937,-39.27,6.86,214.06,,,,,42.1086,0.988281,42.1017,-0.253906,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.1865,-58.66,1.96,60.69,,,,,42.2075,1.25391,42.1965,-0.203125,0.601563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2883,-32.27,5.25,-15.12,,,,,42.3073,1.15625,42.2973,-0.132813,0.613281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.386,-56.28,5.95,-69.44,,,,,42.4069,1.23828,42.397,0.0976563,0.71875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.4857,-45.99,-5.39,-71.75,,,,,42.5066,1.22656,42.4926,0.167969,0.660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.5853,-39.06,1.05,-100.45,,,,,42.6062,1.14844,42.5963,0.277344,0.707031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.6859,-43.89,-11.55,-131.18,,,,,42.7049,1,42.6949,0.359375,0.660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.7845,-37.59,-4.2,-200.55,,,,,42.8046,1.13281,42.7946,0.457031,0.816406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.8843,-29.19,-22.82,-199.64,,,,,42.9062,1,42.8912,0.382813,0.828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.986,3.36,-28.91,-171.22,,,,,43.0009,0.949219,42.9949,0.394531,0.792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0837,-29.12,-14.35,-165.62,,,,,43.1006,1,43.0906,0.359375,0.949219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.1834,12.11,-2.94,-159.04,,,,,43.2004,0.980469,43.1934,0.40625,0.898438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.2841,4.06,3.78,-144.13,,,,,43.3051,0.921875,43.2931,0.324219,0.707031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3828,-14.7,4.13,-144.34,,,,,43.4037,1.15234,43.3898,0.382813,0.925781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.4825,15.19,-5.81,-91.14,,,,,43.5034,1.08203,43.4894,0.359375,0.886719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.584,-3.36,7.56,-70.49,,,,,43.598,0.960938,43.592,0.265625,0.71875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6827,-6.51,3.5,-27.09,,,,,43.6987,0.929688,43.6887,0.324219,0.742188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7914,-4.41,-38.22,72.8,,,,,43.8034,0.898438,43.7964,0.289063,0.648438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8821,-17.71,-28.98,-33.25,,,,,43.8971,0.949219,43.8911,0.277344,0.671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9868,-4.62,-25.76,-33.53,,,,,44.0027,0.949219,43.9958,0.253906,0.683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0814,8.96,-47.04,78.89,,,,,44.1014,0.875,44.0904,0.179688,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.19,-35.07,-7.07,199.64,,,,,44.2059,0.949219,44.195,0.121094,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2807,-42.14,0.63,329.42,,,,,44.3007,0.910156,44.2906,0.109375,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3813,-35.7,3.64,457.94,,,,,44.4012,0.945313,44.3943,0.132813,0.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.48,-37.52,68.04,461.51,,,,,44.501,1.05078,44.49,0.421875,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.5807,6.16,71.82,291.27,,,,,44.5958,1.19531,44.5858,0.671875,0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.6786,17.08,35.14,-32.13,,,,,44.7025,1.22266,44.6855,0.742188,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.7803,29.33,51.52,-234.22,,,,,44.7993,1.14063,44.7893,0.742188,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.8799,5.81,48.72,20.86,,,,,44.8939,1.00781,44.8879,0.71875,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.9797,42.21,17.57,-101.78,,,,,44.9937,0.957031,44.9886,0.625,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0825,48.44,73.22,-294,,,,,45.0984,0.925781,45.0884,0.863281,-0.0117188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1772,-15.33,-15.75,-184.52,,,,,45.1942,0.941406,45.1882,0.707031,0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2779,-8.05,64.05,-299.74,,,,,45.2928,1.00781,45.2869,0.742188,0.144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.3766,-45.36,-6.93,-215.67,,,,,45.3936,1.07422,45.3866,0.960938,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.4774,7.14,3.36,-149.24,,,,,45.4923,1.12109,45.4833,0.886719,-0.0703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.577,-62.51,19.81,-117.18,,,,,45.593,1.14453,45.587,0.960938,0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.6768,22.61,-16.73,-246.33,,,,,45.6967,1.04688,45.6857,0.875,0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7774,-30.66,16.94,23.66,,,,,45.7963,1.03906,45.7864,0.925781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.876,8.05,-7.28,-267.89,,,,,45.891,1.10547,45.885,0.949219,0.0351563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.9748,-13.16,-0.07,-56.7,,,,,45.9958,1.01563,45.9818,0.792969,0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0756,-11.97,7.07,18.83,,,,,46.0956,1.01563,46.0816,0.78125,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1743,3.92,-22.47,-156.66,,,,,46.1943,1.01563,46.1852,0.757813,0.0234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.275,-28.14,-25.13,-12.39,,,,,46.299,0.910156,46.2809,0.625,0.167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.3748,-15.47,-5.95,-55.86,,,,,46.3937,1.01953,46.3837,0.683594,0.0859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4746,-27.02,-24.5,-38.85,,,,,46.4986,0.9375,46.4836,0.550781,0.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.5803,-33.18,-37.87,-4.34,,,,,46.6031,0.789063,46.5892,0.277344,0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.674,-48.23,20.02,33.88,,,,,46.694,0.824219,46.683,0.179688,0.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.7827,-29.26,17.08,45.85,,,,,46.7977,0.816406,46.7877,0.191406,0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.8793,-42.07,-11.76,56.91,,,,,46.8973,0.917969,46.8873,0.0234375,0.324219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.9821,-34.44,29.89,62.65,,,,,46.9941,0.8125,46.9871,0.0117188,0.371094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0777,-26.6,44.66,65.45,,,,,47.0917,0.875,47.0827,0.15625,0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.1814,-35.84,34.79,40.39,,,,,47.1934,0.980469,47.1864,0.179688,0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.2762,-28,21.7,31.01,,,,,47.2912,1.05078,47.2822,0.238281,0.492188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.3809,1.89,30.87,3.64,,,,,47.3959,1.02344,47.3869,0.214844,0.359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.4767,-14.63,37.87,-42.21,,,,,47.4927,1.04688,47.4858,0.3125,0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.5823,-14.77,13.65,-93.73,,,,,47.6003,1.05859,47.5923,0.277344,0.214844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.675,-8.47,22.12,-170.59,,,,,47.69,1.06641,47.681,0.324219,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.7806,-42.07,7.63,-259.49,,,,,47.7945,1.15625,47.7896,0.421875,0.191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.8713,-12.74,3.15,-312.48,,,,,47.8912,1.03516,47.8763,0.445313,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.9749,-33.04,-13.23,-274.26,,,,,47.9849,1.09766,47.9809,0.527344,0.421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0746,-23.73,-35.63,-203.14,,,,,48.0895,0.988281,48.0806,0.277344,0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.1693,-41.02,-6.72,-37.03,,,,,48.1892,1.09766,48.1752,0.359375,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.27,-1.33,-27.44,63.56,,,,,48.294,1.04297,48.278,0.445313,0.503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.3787,-50.75,-5.25,102.41,,,,,48.3987,1.02344,48.3847,0.421875,0.457031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.4774,-26.25,-20.58,48.58,,,,,48.4944,0.949219,48.4824,0.445313,0.300781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
